workclass,education,marital_status,occupation,capital_gain,capital_loss,hours_per_week
Private,HS-grad,Never-married,Other-service,0,0,30
Private,11th,Never-married,Craft-repair,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,Assoc-acdm,Divorced,Sales,3418,0,40
Local-gov,Some-college,Married-civ-spouse,Other-service,0,0,40
Private,5th-6th,Married-spouse-absent,Craft-repair,0,0,40
Private,Assoc-acdm,Separated,Other-service,0,0,40
Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,0,0,20
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Never-married,Sales,0,0,35
Private,HS-grad,Never-married,Prof-specialty,0,323,40
Private,Prof-school,Never-married,Tech-support,0,0,55
Private,HS-grad,Separated,Adm-clerical,0,0,40
Private,Prof-school,Married-civ-spouse,Exec-managerial,15024,0,48
Private,Masters,Separated,Exec-managerial,0,2824,55
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,40
Local-gov,Doctorate,Married-spouse-absent,Prof-specialty,0,0,38
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,22
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,45
Private,Bachelors,Divorced,Prof-specialty,0,0,48
Private,HS-grad,Divorced,Other-service,0,0,40
Self-emp-inc,Masters,Widowed,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,60
State-gov,Assoc-acdm,Never-married,Adm-clerical,0,0,45
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,50
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,0,0,38
Private,Bachelors,Married-civ-spouse,Sales,0,0,60
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,50
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,0,0,40
Private,Bachelors,Never-married,Adm-clerical,0,0,40
Private,Bachelors,Never-married,Tech-support,3674,0,40
Private,Some-college,Never-married,Exec-managerial,0,0,50
Private,HS-grad,Married-civ-spouse,Sales,15024,0,60
Private,HS-grad,Divorced,Adm-clerical,0,0,30
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,55
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,56
State-gov,Masters,Divorced,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,50
Private,11th,Never-married,Other-service,0,0,20
Private,9th,Divorced,Prof-specialty,0,0,25
Private,HS-grad,Married-civ-spouse,Craft-repair,5013,0,45
Private,Assoc-voc,Married-civ-spouse,Sales,0,0,50
Private,10th,Never-married,Craft-repair,0,0,30
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,35
Private,Bachelors,Married-civ-spouse,Craft-repair,3103,0,40
Private,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,2
Private,HS-grad,Widowed,Sales,0,0,35
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Bachelors,Never-married,Adm-clerical,0,0,35
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,4386,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,32
Private,HS-grad,Never-married,Other-service,0,0,24
Private,11th,Never-married,Craft-repair,0,0,40
Private,HS-grad,Separated,Protective-serv,0,0,40
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,45
State-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,Some-college,Never-married,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,3103,0,40
Private,5th-6th,Never-married,Farming-fishing,0,0,36
Private,Some-college,Widowed,Other-service,0,0,45
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,45
Private,Some-college,Married-civ-spouse,Sales,0,0,20
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,15024,0,40
Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,0,1668,40
Private,HS-grad,Never-married,Sales,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Divorced,Exec-managerial,0,0,40
Private,Some-college,Never-married,Tech-support,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,Masters,Never-married,Prof-specialty,2597,0,31
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Assoc-voc,Divorced,Other-service,0,0,35
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,5th-6th,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Exec-managerial,0,0,40
Private,Some-college,Never-married,Tech-support,4101,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,48
Private,HS-grad,Never-married,Transport-moving,0,0,99
Federal-gov,Some-college,Married-civ-spouse,Tech-support,0,0,40
Federal-gov,Assoc-voc,Widowed,Other-service,3273,0,40
Private,Bachelors,Never-married,Other-service,0,0,40
Self-emp-inc,Masters,Married-civ-spouse,Adm-clerical,0,0,50
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,HS-grad,Divorced,Handlers-cleaners,0,0,40
Private,9th,Never-married,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,16
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Private,HS-grad,Widowed,Farming-fishing,0,0,6
Self-emp-not-inc,HS-grad,Divorced,Other-service,0,0,40
Private,12th,Never-married,Other-service,0,0,25
Private,Some-college,Never-married,Adm-clerical,0,0,30
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,0,0,35
Self-emp-inc,Some-college,Never-married,Adm-clerical,0,0,20
Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Adm-clerical,0,0,36
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,40
Local-gov,11th,Separated,Machine-op-inspct,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,42
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Adm-clerical,0,0,40
State-gov,Some-college,Never-married,Protective-serv,0,0,40
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,0,0,40
Private,12th,Never-married,Machine-op-inspct,0,0,50
Private,Bachelors,Married-civ-spouse,Sales,0,0,55
Private,Some-college,Never-married,Prof-specialty,0,0,32
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,45
Private,Some-college,Married-civ-spouse,Transport-moving,7298,0,55
Self-emp-not-inc,11th,Never-married,Adm-clerical,0,0,30
Private,7th-8th,Separated,Machine-op-inspct,0,0,30
Private,11th,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,5th-6th,Married-civ-spouse,Other-service,0,1579,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Sales,0,0,25
Private,Some-college,Divorced,Exec-managerial,0,0,40
Private,Some-college,Never-married,Other-service,0,0,40
Local-gov,Assoc-acdm,Never-married,Exec-managerial,0,0,40
State-gov,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,45
Private,11th,Never-married,Prof-specialty,0,0,20
Private,12th,Never-married,Other-service,0,0,20
Private,Bachelors,Never-married,Tech-support,0,0,50
Private,HS-grad,Divorced,Other-service,0,0,25
Private,HS-grad,Never-married,Craft-repair,0,0,58
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0,0,55
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,0,1977,40
Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Never-married,Sales,0,0,40
Private,10th,Married-civ-spouse,Craft-repair,0,0,30
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,Some-college,Never-married,Sales,0,0,49
Local-gov,1st-4th,Married-civ-spouse,Other-service,0,0,32
Private,12th,Never-married,Sales,0,0,10
Private,Some-college,Married-spouse-absent,Transport-moving,0,0,50
Private,12th,Never-married,Craft-repair,0,0,50
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,36
Self-emp-not-inc,HS-grad,Divorced,Sales,0,0,50
Private,HS-grad,Married-civ-spouse,Prof-specialty,3103,0,20
Federal-gov,Some-college,Never-married,Adm-clerical,2174,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,0,0,60
Private,Doctorate,Married-civ-spouse,Prof-specialty,0,2415,55
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Sales,0,0,45
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,48
Self-emp-inc,10th,Never-married,Sales,0,0,12
Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
Private,Some-college,Never-married,Machine-op-inspct,0,0,40
Private,12th,Never-married,Other-service,0,0,27
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Never-married,Sales,0,0,18
State-gov,Some-college,Married-civ-spouse,Protective-serv,0,0,48
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,99999,0,55
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Assoc-voc,Never-married,Tech-support,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0,0,70
Private,Some-college,Never-married,Exec-managerial,0,0,45
Private,HS-grad,Never-married,Machine-op-inspct,0,0,45
Private,1st-4th,Married-civ-spouse,Craft-repair,0,0,45
Private,Some-college,Divorced,Exec-managerial,0,0,40
Private,HS-grad,Widowed,Adm-clerical,0,0,37
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,60
State-gov,Bachelors,Never-married,Tech-support,0,0,20
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0,0,52
State-gov,HS-grad,Married-civ-spouse,Exec-managerial,0,0,60
Local-gov,HS-grad,Married-spouse-absent,Handlers-cleaners,0,0,40
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,0,0,20
Private,HS-grad,Divorced,Exec-managerial,0,0,45
Private,Bachelors,Never-married,Sales,0,0,40
Private,Assoc-voc,Married-civ-spouse,Farming-fishing,0,0,60
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,42
Private,9th,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Separated,Other-service,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,48
Private,HS-grad,Married-civ-spouse,Sales,0,0,48
Private,Bachelors,Married-civ-spouse,Sales,7298,0,40
Local-gov,HS-grad,Never-married,Craft-repair,0,0,40
Private,9th,Never-married,Machine-op-inspct,0,0,20
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Local-gov,Some-college,Divorced,Exec-managerial,0,0,38
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0,1579,48
Private,HS-grad,Divorced,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,7688,0,50
State-gov,Masters,Divorced,Exec-managerial,0,0,40
Private,Bachelors,Never-married,Sales,0,0,45
Private,Some-college,Never-married,Prof-specialty,0,0,32
Private,HS-grad,Divorced,Craft-repair,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Never-married,Other-service,0,0,30
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,70
Private,Bachelors,Married-civ-spouse,Adm-clerical,0,0,35
Private,Doctorate,Married-civ-spouse,Prof-specialty,0,0,56
Private,HS-grad,Never-married,Machine-op-inspct,0,0,45
Private,Masters,Never-married,Exec-managerial,0,0,25
Private,HS-grad,Separated,Adm-clerical,0,0,40
Self-emp-not-inc,Some-college,Never-married,Other-service,0,0,75
Self-emp-not-inc,10th,Widowed,Transport-moving,0,0,35
Private,Assoc-voc,Divorced,Exec-managerial,0,0,44
Private,Assoc-acdm,Never-married,Sales,0,0,46
Private,Some-college,Never-married,Sales,0,0,10
Private,Bachelors,Married-civ-spouse,Exec-managerial,7298,0,50
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,0,0,50
Private,Bachelors,Never-married,Handlers-cleaners,0,0,40
Private,11th,Separated,Other-service,0,0,20
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,38
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Some-college,Never-married,Transport-moving,0,0,48
Private,HS-grad,Divorced,Craft-repair,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,Some-college,Never-married,Adm-clerical,0,0,25
Federal-gov,HS-grad,Never-married,Adm-clerical,0,0,20
Private,11th,Divorced,Craft-repair,0,0,50
Private,HS-grad,Never-married,Prof-specialty,1055,0,40
Private,10th,Divorced,Adm-clerical,0,0,48
Local-gov,Some-college,Never-married,Protective-serv,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,35
Self-emp-inc,10th,Widowed,Exec-managerial,0,2559,50
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Adm-clerical,7298,0,40
Private,Some-college,Divorced,Adm-clerical,0,0,60
Private,HS-grad,Widowed,Prof-specialty,0,0,30
Private,Some-college,Never-married,Other-service,0,0,20
Private,HS-grad,Never-married,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,45
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,49
Federal-gov,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Assoc-voc,Divorced,Adm-clerical,0,0,50
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,0,1977,60
State-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,38
Private,9th,Never-married,Other-service,0,0,50
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,0,0,60
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Private,HS-grad,Divorced,Craft-repair,0,0,75
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,0,40
Private,12th,Never-married,Other-service,0,0,35
Private,HS-grad,Divorced,Sales,0,0,30
State-gov,Bachelors,Never-married,Adm-clerical,8614,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,60
Private,HS-grad,Never-married,Farming-fishing,0,0,40
Private,HS-grad,Separated,Transport-moving,0,0,40
Private,Assoc-voc,Married-civ-spouse,Sales,0,0,40
Private,HS-grad,Divorced,Other-service,0,0,50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,30
Private,11th,Married-civ-spouse,Craft-repair,0,0,50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,10
Local-gov,Some-college,Never-married,Adm-clerical,0,0,40
State-gov,Bachelors,Never-married,Prof-specialty,0,0,35
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Assoc-acdm,Divorced,Prof-specialty,0,0,43
Private,Bachelors,Never-married,Prof-specialty,10520,0,45
Private,10th,Married-civ-spouse,Other-service,2414,0,12
Private,Some-college,Separated,Sales,0,0,16
Private,HS-grad,Divorced,Exec-managerial,0,0,12
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Federal-gov,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,11th,Married-civ-spouse,Sales,0,0,25
Private,Bachelors,Separated,Craft-repair,0,0,40
Private,Some-college,Never-married,Protective-serv,0,0,20
Private,HS-grad,Separated,Other-service,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0,1902,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,1579,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,Masters,Married-civ-spouse,Prof-specialty,0,1887,60
Private,Some-college,Never-married,Other-service,0,0,20
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,0,0,20
Private,Some-college,Divorced,Adm-clerical,0,0,35
Private,12th,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,0,0,40
Private,HS-grad,Widowed,Exec-managerial,914,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,55
Private,HS-grad,Never-married,Handlers-cleaners,0,0,50
Private,7th-8th,Married-civ-spouse,Transport-moving,0,0,53
State-gov,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,7th-8th,Married-spouse-absent,Machine-op-inspct,0,0,40
Private,Some-college,Never-married,Other-service,0,0,20
Self-emp-not-inc,Masters,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Prof-specialty,0,0,25
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Some-college,Never-married,Adm-clerical,0,0,18
Private,Some-college,Married-civ-spouse,Sales,0,0,38
Private,10th,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,1st-4th,Separated,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
Local-gov,HS-grad,Divorced,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Other-service,0,0,8
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,3942,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,72
Private,HS-grad,Widowed,Sales,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,50
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,1902,45
Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,0,0,20
Private,Some-college,Never-married,Tech-support,0,0,60
Self-emp-inc,Masters,Divorced,Exec-managerial,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0,0,54
Private,Some-college,Married-civ-spouse,Farming-fishing,0,0,50
Private,9th,Divorced,Other-service,0,0,50
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,7688,0,36
Private,12th,Never-married,Prof-specialty,0,1602,40
Federal-gov,Some-college,Never-married,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,0,0,60
Private,Some-college,Married-civ-spouse,Tech-support,2829,0,55
Private,5th-6th,Married-civ-spouse,Craft-repair,0,0,45
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,12th,Married-civ-spouse,Transport-moving,15024,0,70
Private,HS-grad,Never-married,Craft-repair,0,0,45
Private,HS-grad,Never-married,Sales,0,0,38
Private,Some-college,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Sales,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
State-gov,Bachelors,Married-civ-spouse,Protective-serv,7298,0,55
Private,HS-grad,Divorced,Sales,0,0,35
Private,Bachelors,Married-civ-spouse,Exec-managerial,3103,0,60
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,50
Local-gov,Assoc-voc,Never-married,Protective-serv,0,0,60
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,0,0,60
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,50
Private,Assoc-voc,Divorced,Craft-repair,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,50
